CIVILSERVANTS 
mario arturo acosta chaparro escapite
guillermo espinosa de benito
enrique tapia garcia
ignacio cortes martinez
kim il sung
enrique basanez moreno
josefina cardenas p
ma de jesus perez h
manuel celedon sierra
ramon morales lara
genaro coronel correa
peo ojeda paullada
crel salvador lopez portillo
ernesto gil elourdy
jose lopes portillo
gustavo diaz ordaz
gral
francisco j arcaute franco
manuel covarrubias dominguez
salomon tanus
diputado jesus maria garza gonzalez
loc antonio salinas gonzalez
flavio romero velazco
luis gomez z
ernesto gil elorduy
coronel mario arturo acosta chaparro
doctor amin zarur menes
carlos g solana macias
mayor antonio lopez rivas
general miguel bracamontes
oscar flores sanchez
jesus munoz vazquez
agustin montiel lopez
elias naime nemer
jose manuel mujica hernandez
alberto perez fontecheca
profesora maria de la luz gama santiago
profesor narciso salgado vargas
horacio figueroa lagunes
profesor avalos castro
mayor de artilleria juventino sanchez gaytan
alejano cervantes delgado
alejano cervantes d
guillerrmo fragoso
pablo martinez r
procurador de justicia del estado de mexico
jefe de gobernacion del estado de mexico
guillermo fregoso martinez
pablo martinez romero
manuel ramos valdez
jorge jimenez cantu
hugo cano castellanos
rodolfo de la o ochoa
carlos kuri a
cuauhtemoc carrono alvarado
othon de alba y alba
alejano mendez ortiz
luis vazquez alighetti
luis h ducoing
francisco garcia perez
procurador general de la justicia del estado de morelos
armando emendoza
agente federal no61 soto
ilegible
carlos reyes dominguez
juan islas islas
angel corro f
salvador allende
patrulla geminis
roberto santamaria jimenez
capitan enrique morales bautista
jose maria lopez becerril
james carter
coronel esteban fernandez mantecon
coronel rodolfo bazan morales
ejercito
hernan del valle escamilla
wilfredo castro contreras
jorge samael avila avedano
angel eladio aguirre rivero
juan arevalo garduqui
colegio militar
juventino prado hurtado
jose antonio zorrilla perez
guillermo malo velasco
jorge carrillo olea
manuel bartlett diaz
vicente osorio hernandez
roberto heine rangel
eduardo a elizondo lozano
ricardo condelle gomez
javier mancer fuentes
rosendo bello valdes
santiago diaz castellanos
gilberto estrada aragon
javier garcia paniagua)
arturo moreno espinoza
manuel bernardo aguirre
elias sanchez martinez
virgilio gomez moharro
guillermo espinoza
comandante carmona
francisco javier alejo barquin alonso
victor alfonso maldonado morato
edmundo moyo porras
ruben uriza castro
jesus araujo hernandez
joaquin garcia garzo
enrique olvares santana
efrain bermudez rivera
arquimides garzon acevedo
union sindical de cateaticos de la universidad autonoma de guerrero
joaquin garcia garzon
carlos ulises acosta viquez
antonio barba alvarez
jose santos madariaga cecena
josefina flores garcia
jesus bahena wences
jesus baheda wences
miguel angel gonzalez sanchez
filberto vigueras lazaro
amando juarez montes
carlos jimenez hernandez
fausto trejo
lucio cabanas
herminio diaz tumalan
humberto salgado gomez
juan caballero aburto
alejano barrios romero
carlos alberto romero
juan hernandez bautista
jorge ayala fuentes
gary tyler
othon salazar ramirez
jaime salarza de la rosa
ismael anaca navarrete
julio garcia estrada
arquimedes morales carranza
jaime suastegui leon
luis de la barreda morena
isamel anaca navarrete
arquimedez morales carranza
francisco limon correa
jesus macias leal
rafael suarez aparicio
francisco perez de la paz
secretario de gobernacion
wencesalo mendoza perez
cesar augusto salazar ortiz
josefina hernandez carbajal
wenceslao mendoza perez
florentino arteaga
jaime macias r
hermenegildo cuenca diaz
sindicato unico nacional de trabajadores universitarios
carlos ulises acosta viques
hortensia santoyo nunez
elias sanchez martinez,
margarita camacho flores
issste
snte
rufino garcia suazo
tesoreria del distrito federal
guadalupe lobato arizmendi
lino reyes ocampo
congreso del estado de guerrero
jose angel torres roiguez
ulpiano gomez roiguez
ramon sosa montes herrera
jorge canedo delgado
fernando solana morales
jose ramon lopez portillo
hector mayagoitia dominguez
maria luisa prado de mayagoitia
carlos galindo martinez
mariano sanchez galvan
jorge villagomez cabrera
jose miguel castro carrillo
luis s reta
apolinar arquimedes morales carranza
alfonso dominguez jauregui
soberon
juan alarcon hernandez
jose antonio ortega figueroa
isaias duarte martinez
jose antonio figueroa
eduardo lopez betancourt
ismael anaca navarrate
eliseo jimenez ruiz
luis echevarria alvarez
francisco bravo
manuel iglesias meza
luis iglesias meza
evencio vielma
fernando gomez sandoval
antonio scheremberg santos
jorge mijangos ross
salvador gamiz fernandez
jorge martinez gracida bribiesca
mariano pina olaya
octavio senties gomez
evencio vielma roiguez
arturo de loya fonseca
prospero betanzos lopez
raymundo catana
francisco bravo delgado
jaime castrejon diez
vicente fuentes diaz
firma isaac tapia segura
sergio fernando dena sifuentes
terrance jeorge leonhardy
rodolfo chavez calvillo
manuel verdeja fierro
leticia vazquez torres
salvador aguiar aceves
tufic habir karam
felipe ojeda preciado
issac tapia segura
javier manzanares mussino
jose morales urbina
javier manzanares merino
peo moctezuma diaz infante
octavio falcon vega
bernardo encarnacion roiguez
peo moctezuma dias infante
porfirio munoz ledo
victor bravo ahuja
genaro hernandez zapata
cesar uzcanga uzcanga
justino maya
ignacio mena duque
encarnacion urzua
filiberto vigueras lazaro
hector argudin estrada
apolinar arquimedes carranza
justino amaya
mario trujillo sanchez
hector agudin estrada
cesar uscanga uscanga
faustino hernandez zurutuza
miguel bayona duarte
jose manuel garcia macias
fausto escalante triay
ayax seguro garrido
enrique sanchez martinez
jose gallastegui
ismar
sergio ortega cervantes
anibal robles alarcon
oscar achila moreno
raul eduardo lopez betancourt
gustavo martinez cabanas
ayax segura
fernando perez rasgado
armando ortega centeno
carlos pacheco cuevas
jorge samael avila avendano
norberto ruiz tabiel
maricela peralta flores
anes nunez meza
enrique velasco ibarra
martha echegaray navarrete
jose montes de oca alba
jose alfredo escobar
salas
luis alberto perez reyes
julio cesar basulto
cristobal terrazas urbina
rafael ramirez ferreira
reyes heroles
jorge samael avila avendano l
jesus roiguez diaz
martha echeagaray navarrete
josue lopez reyes
dipd
samael avila avendano
mayor jesus roiguez diaz
capitan juan salazar zapien
francisco sahagun baca
arturo moreno espinosa
alfonso domene flor
jorge pinto mazal
enrique ibarra velasco
antonio brambila meda
jose maria ramirez chacon
procurador de justicia del estado de guerrero
fernando solorzano avina
mario vargas saldana
sociales)
jose luis oliver guerrero
alfredo toxqui fde lara
benito roa aguirre
javier trujillo guarneros
gonzalez miranda
jorge gutierrez cruz
marcial flores benitez
readatacion social)
jose francisco perez zaragoza
peo ignacio trellez
juez 1deg del distrito en tuxtla gutierrez
chiapas
jesus ramirez hernandez
victor munguia diaz
juan garcia torres
juez  alberto martin carrasco
rafael ramirez ferrerira
carlos alvarez gonzalez
margarito v vargas
florentino sevilla narvaez
custodia)
fernando hidalgo sanlucar
alberto martin carrasco
alonso de rosenzweig diaz
alfonso de rosenzweig diaz
sergio guerra hinojosa
rafael murillo vidal
grupo
lusi f vazquez basurto
arturo campos garcia
alfonso cabrera morales
alfonso corona carmona
jose luis prudencio rangel
gonzalo betancourt acosta
fernando faure
mayor lopez reyes
luis vazquez
beltrones
peo g sorrilla
procurador general del estado de nuevo leon
hector villagra caletti
florencio encarnacion ursua
victor hugo bolanos martinez
martin agueros samano
miguel trani davila
ramiro mena alejane
vidal castrejon
nicolas velarde almazan
anibal morales alarcon
nicolas velarde
napoleon soberanes
bernardo palacios yanez
gabriel ayala gomez
hospital central militar
renato vega amador
raul garcia guerra
leonel jean francois
anes landa y pina
martin flores canter
antonio martinez manuautou
jorge suarez diaz
gilberto lozano garcia
jose verdin vasquez
jose saucedo cadena
mario monroy suarez
reynaldo lopez malvaez
facundo godinez
raul martinez inclan
jorge pena reyes
ramon galvan
felipe sandoval hoyer
gilberto suarez torres
juan chavez hernandez
jorge udave
alejano gamboa
conrado montano perez
carlos peo duran abad
ramon bragana
reginaldo ramos marin
secretario de la embajada de corea del norte
david franco roiguez
manuel rosales miranda
fernando narvaez angulo
edmundo arriaga lopez
antonio
juez primero de distrito en materia penal del distrito federal
fidencio roiguez gomez
barraquiel ortiz legaria
armando aguilar roiguez
alfonso avalos razo
humberto gonzalez pacheco
edmundo garcia sanchez
salvador del toro rosales
javier garcia travesi
juan zaragoza baruch
rafael gorospe anzures
juez 1deg de distrito del df en materia penal
jefe de la policia judicial federal
agente del ministerio publico federal adscrito al juzgado 1degde distrito del df
juan zaragoza
senador figueroa
humberto gutierrez zamora
samuel lew lopez
eduardo ferrer mc gregor
manuel salinas perez
manuel munoz romero
alfonso garcia najera
salvador o'dogherty de la garza
juan escutia villalobos
felipe fornelli
arnaldo gutierrez hernandez
abelardo perez campos
antonio rios franco
jose villagomez camacho
gustavo minjares
ernesto salazar
apolinar arquimides morales carranza
hortencia santoyo nunez
carlos ulices acosta viques
edgar ortiz toledo
pablo sandoval ramirez
mario acosta chaparro escapite
anes escobar cotino
alicia martinez popoca
cirilo juarez garcia
alfredo rendon jimenez
miguel figueroa nava
miguel angel aguinaga b
roberto j de la cruz c
leopoldo zamora adame
moises figueroa nava
jorge castrejon fajardo
josefina hernandez salazar
hector hugo olivares ventura
heron varela alvarado
jose de las fuentes roiguez
angelina morlet leyva
delfino carvajal simon
dima cabanas gonzalez
aides ibares castro
antonio rosales jimenez
fausto villa juarez
david hernandez roiguez
jorge garcia quevedo
fausto avila juarez
jose luis leyja cruz
idolina torres ignacio
jorge alcaraz santos
monsenor marcele lefebvre
jose mendoza
heriberto noriega cantu
rafael diaz navarrete
victorico lopez figueroa
juan ibares guzman
melquiades ibares bustos
clemente olvera anaya
ramiro bucio torres
jesus torres maldonado
rangel medina
josafat alcaraz santos
crispin padilla sanchez
miguel francisco antonio
alfonso sotomayor lopez
cruz marin yllescas
juan teran prado
erasmo coss galidno
caridad esqueda gonzalez
natalia maldonado patino
joel zapata montalvan
luis ramirez lopez
luis de la barrera moreno
rosalio ramirez faz
ignacio cortez martinez
mario a acosta chaparro
mario arturo acosta chaparro
peo i diaz laredo
efrain m narvaez gonzalez
jose ma c gutierrez
jose neyra vidal
jose gonzalez caballero
martin lopez avila
terrancy leonhardy
jose salvatierra cano
florencio guerrero labastida
saul san juan torres
santiago cota de la torre
lucio ochoa felix
miguel angel carrola gutierrez
carlos aaron kitazawa armendariz
salvador murillo
carlos velazquez ayala
javier palma hernandez
jose r guarez guerrero
sanchez
alberto aguirre
neftali lopez reyes
sergio rosas
manuel suarez fragoso
mario sanchez galan
juan chavez bedolla
mario sanchez galan y gomez
luis barreda moreno
antonio chavez lopez
carlos garnier gonzalez
max gerardo toledo
de la barrera moreno
luis echevarria
rosalio wences
raul salgado leyva
israel noguera oteri
antonio jaimes antunez
israel hernandez ramos
victor manuel rossi flores
tomas roiguez manzano
manuel moctezuma ramos
israel noguera otero
alejano gomez maganda
dario arrieta mateos
baltazar r leyva mancilla
antonio ortega figueroa
luis enrique bracamontes
manuel alpuig
ricardo yanez
martha valverde de garcia
tomas banos banos
humberto hernandez addad
diodoro rivera uribe
jose castillo pombo
manuel pavon
nicolas gonzalez pineda
teobaldo gonzalez palacios
gregorio de jesus sanchez
antonio dominguez y rosa
pablo martinez otelo
arnulfo morales cuevas
armando justo contreras
javier villanueva chavez
julio hirshfeld almada
fausto cantu pena
rosalio wenses reza
francisco javier alejo
israel henandez ramos
erasto gonzalez esquivel
carlos garnier gonzalez hernandez
nogueda otero
isaac tapia
arturo nozari morlett
refugio de la mora
agustin rosete aguilar
rafael aguirre lopez
prudencio avila ortega
porfirio arizmendi dorantes
napoleon salgado roman
paula vazquez garcia
crisoforo mendoza garcia
alfredo figueroa baena
peo enrique velazco
carlos nava
graciano astudillo alarcon
antonio pintos carballo
rene palacios campos
marcelo cuevas guzman
humberto sabino villanueva
porfirio arizmendi lorantes
hugo castro aranda
beatriz german vda de garcia
figueroa figueroa
mayo mora palencia
changoya
fernando ojesto
augusto gomez villanueva
vicente guerrero
hernan galvan
venustiano carranza tijerina
emilio garcia velez
alfonso nogueda
juan alarcon
ismael aanaca navarrete
jose aceves chaves
sergio villavicencio leyva
amante clemente romero, francisco clemente romero
alberto viniegra carreras
gustavo edmundo hermida sanchez
guillermo chavez velez
rafael armenta ortiz
roigo antonio rios
aureliano adame rivera
efrain velez velez
teofilo verdeja ayvar
jose angel cochello davila
paula ramirez venegas
eduardo murueta urrutia
carlos arizmendi dorantes
francisco vargas najera
francisco roman roman
luis camacho castanon
evaristo sotelo brito
maria esther suno de echeverria
carlos arizmendi dorante
francisco javier barquen
(a) el mago
jorge
francisco quiroz hermosillo
teofilo berdeja aivar
lorenzo lezama
hugo perez bautista
clemente padilla levario
peo mendez martinez
williams h del castillo
maurilio camacho cruz
manuel espinoza
hipolito rabaden salgado
benito lorenzo aguilar ramos
evencio bello reyes
prudencio ramirez maciel
roberto garcia maigal
filadelfo ramirez
wilfrido castro
carlos arizmendi donantes
falcon vega
joel lopez mairen
luis camacho
maria esther zuno de echeverria
samuel wurvich soopol
roberto radilla bello
leobardo seferino cortes
isac tapia segura
francisco javier castillo
sul san juan torres
miguel nazar
ramon higareda
luis roberto castro prado
sebastian lara ramirez
oscar archila moreno
javier olea munoz
julio hirschfekd almada
leopoldo tapia becerra
luis de la barreda
evaristo roiguez barbosa
leano molinar meraz
hector astudillo bello
esther zuno echeverria
ramiro gonzalez cazales
teofilo verdeja aibar
vanustiano carranza tijerina
mario sierra hernandez
julio amnil sillim vazquez
inocente dominguez nunez
ines cruz torres
narciso anes trujillo
juan astudillo
benito candelario garcia
odilon torres candelario
marcos salas
oliver pinto
juan gonzalez torres
g h decker
j c lambert
pablo martinez
carlos kuri
humberto molina sosa
sargento cardoso
lis de la barreda moreno
francisco alacala perez
enrique morales bautista
mario montoya palencia
caros nava ocampo
timoteo wlle alcaraz
juan nogueda soto
javier garcia paniagua,
alejano nogueira barraza
marcelino garcia mendez
antonio moreno espinoza
refugio ponce alcala
ceonio figueroa
gloria brito
jose enrique gonzalez ruiz
david aviles mendoza
bertha lopez casanova
alfonso aguario alvarez
mario acosta chaparro
baraquiel ortiz lugaria
gonzalo mardueno lara
carlos u acosta viquez
francisco quiroga turrubiates
rivera crespo
benito olvera
felipe rivera crespo
jose lopez avila
felipe rivera aranda
isabel velazquez
pablo loza patino
sami david david
ramon martinez martin
peo torres garcia
ricardo celso najera herrera
caballero aburto
javier olea
mario gonzalez
martinez adame
genaro alarcon tellez
felipe cerecedo lopez
peo ortiz
isidoro jarillo horcasitas
trinidad gonzalez vences
gilberto lozano montanez
gil preciado
armando arriaga valero
agusto gomez villanueva
caritino maldonado perez
fausto ortega herrera
febronio diaz figueroa
alberto gomez villasenor
agustin dovalina roiguez
peo ortiz hernandez
luis aguirre ramirez
crispin salgado rabadan
cesar agusto salazar ortiz
imperio del mar rebolledo
ambrosio coronado
peo contreras javier
cesar salazar ortiz
pablo galino quintana
sergio bejar sanchez
jose sanchez lopez
leticia pineda de nogueda
ruben figueroa alcocer
imperio rebolledo ayerdi
arnulfo morales
angel custiodo serrano
roberto nogueda
raul velez peralta
epigmenio galindo arellano
herminio valle ruiz
raymne d benavides
enedino bailon
raul walley bravo
miranda fonseca
roque felix
arturo martinez adame
neftali mena mena
david aviles mondoza
velez velez
morales alarcon
juan pablo leyva y cordoba
ramiro gonzalez casales
abarca alarcon
irene ortiz
sergio guerra hinijosa
isidoro galeana abarca
joaquin solano chaguya
francisco javier barquin
jacinto castrejon figueroa
arnulfo morales cueras
jorge vielma heras
angel custodio serrano reyes
virgilio gomez
agustin peoza
salvador rangel medina
damaso bellos chabelas
alejano gomez
jorge soberon acevedo
miguel osorio marban
pindaro urostegui miranda
artemio iglesias miramontes
virgilio gomez moharo
maria luisa chavez
victor anaca sanchez
delfino castrejon ramirez
isaias duarte
hector hugo olivares
miguel nazaro haro
macario vilarreal
alvaro torbon garcia
antonio suarez
oscar flores tapia
alfredo ramos alonso
guadalupe hernandez morales
francisco hernandez terrazas
eusebio reyes mendez
julian garcia nieves
miguel angel mercado
miguel angel godinez bravo
librado benitez de la rosa
lazaro hipolito patricio
agustin costa lagunes
marcos lopez mora
manuel mejia hurtado
pericles urrutia
felipe amadeo flores espinosa
monserrath renteria leal
urbano luna hernandez
agustin alanis fuentes
napoleon gomez sada
carlos bello lopez
manuel barroso roiguez
patrocinio gonzalez blanco
jefe omar pacho carrillo
alberto perez azpeitia
rosa maria carreto de escalona
teresa roiguez
juan antonio garza hernandez
omar pacho carrillo
adolfo ruiz cortines
hector j campora
gers manero
enrique olivares santana
antonio toledo corro
juan manuel roiguez
jorge amador amador
gonzalo n santos
humberto serrano perez
everardo castro rojas
manuel bernardo aguirre samaniego
alejano carrillo marcor
flavio romero de velasco
herminia aguilar vazquez
salomon paz sanchez
jose santillan alcantara
santiago perez rincon
luis padilla nervo
gonzalo armienta calderon
jose parcero lopez
ramiro diaz valdes
rogelio garza de leon
griselda alvarez ponce de leon
armando leon bejarano valdes
victor cervero pacheco
marcelino garcia barragan
jorge rojo lugo
gustavo carbajal moreno
luis marcelino frias
morelos jaime canseco
guillermo morfin
guillermo cosio vidaurri
alberto anes alvarado amburo
anes valdivia aguilera
carlos jonguitud barrios
rodolfo landeros gallegos
armando del castillo franco
agustin acosta lagunes
eugenio echeverria castellot
francois mitterrand
roberto de la maid romandia
horacio flores de la pena
miguel canton moller
javier hernandez cervantes
maria de los angeles espinosa
miguel angel gutierrez cantu
carlos galvez betancourt
peo g zorrilla martinez
jose diaz delgado
agustin peaza
miguel ramirez lorenzana
isio galeana
federico carrillo mendez
morlet sutter
adolfo lopez mateos
ernesto serna villarreal
horacio hernandez alcaraz
heredia merckley
alfredo beltran cruz
rafael garcia
rodolfo brito moreno
venustiano carranza tijerina- director de seguridad publica del estado de guerrero
hermenegildo cuenca diaz- secretario de la defensa nacional
jaime castrejon diez- rector de la universidad de guerrero
raul mario castillejos salazar- comandante de la policia judicial del estado de guerrero
felix galvan lopez- secretario de defensa nacional
enrique cervantes aguirre- secretario particular del secretario de defensa nacional
juan cifuentes
delfino cruz morales
antonio solano sanchez
nahum donjuan pastor
armando renan amaro valencia
daniel moska masaki
jaime palacios guerrero
jose chavez cruz
mario dominguez gonzalez
octavio garcia lara
pascual n
luis guadarrama sanchez
rigoberto sandoval roiguez
javier arroyo moreno
castro villalpando
emilio salgado salgado
fructuoso roman montes de oca
eligio rios granados
jesus bustos garcia
joaquin solano chagoya
bautista lobato cerna
hector adame adame
angel calvo bautista
gonzalo roiguez guerrero
angel reyes serrano
bucio marquez
roman celis
adolfo terrones benitez
jose m zamora bolanos cacho
joel suarez guzman
fructuoso roman montes de ocas
jose antonio vallarta robles
carlos hank gonzalez
jesus terron serrano
enrique cardona arizmendi
eduardo murrieta urrutia
maximino solis
salvador sierra
israel herrera salmeron
general betancurt
antonio mendoza mendoza
jorge obregon lima
jose salomon tanus
rafael chavez santana
arturo acosta chaparro
jose spindosky schwimer
bermont macanish
francisco reyes sainz
felix alvarez tapia
juan benitez
francisco galeana cornejo
efigenio de jesus jimenez
armando pelaez arrazola
francisco sandalio perez sandino
zenon roiguez sotero
jose luis mejia
alejano nogueda ludwing
carlos ulises acosta
alfredo lopez cisneros
cesar del angel fuentes
joaquin perez hernandez
canuto nogueda radilla
dario cordoba laon de guevara
filiberto martinez salgado
ubaldo ojeda sanchez
raul roiguez bustamante
simon valdiovar abarca
virgilio gomez mojarro
antonio morales alarcon
napoleon ibarra zamora
prisciliano alfonso organista
enrique arellano castro
antonio sam lopez
rogelio flores curiel
gustavo carvajal moreno
peo mantellini
emilio sanchez pieas
jose guadalupe cervantes corona
jesus manuel diaz casas
fernando roiguez de hoyos
alfonso garcia salinas
armando gallegos moreno
alejano romandia
salvador cardenas navarro
carlos curi assad
rafael camacho guzman
gustavo garcia martinez
ernesto gonzalez aragon
victor payan roiguez
salvador martinez rojas
abraham polo uzcanga
david jimenez gonzalez
sergio figueroa campos
lauro ortega martinez
daniel carrizosa valdez
ruei aart ruge
ana laura ortega avilas
jorge perez bello
jorge roiguez
lorenzo godoy roque
eustolio moreno hernandez
juan manuel henriquez roiguez
francisco queada vazquez
tomas ibarra morales
martin heredia mercley
manuel gurria ordonez
daniel molina miranda
esteban hernandez mantecon
lilia cokrell
tomas borge martinez
julian nava
ocana garcia
francisco sahagun vaca
williams von raad
alxei noziakov
francisco merino rabago
jorge alcocer
raul axtle lensky
celestino gaca
baltazar hernandez juarez
manuel olvera franco
filiberto vigueraz lazaro
jorge diaz serrano
antonio icaza
domingo esquivel roiguez
gerardo medino valdez
faustino alba zavala
juan saldana rosell
miguel de la maid
roberto garcia bolanos
alfonso calvo cuevas
genoveva medina de marquez
jorge fernando iturribarria bolanos
carlos moreno lopez
manlio herrera gonzalez
jose jesus simental banderas
alberto barnola iturralde
peo ornelas rochin
felipe martinez soriano
jaime alcala
carlos aguilar garza
alfonso valderon velarde
alberto quintanar lopez
miguel angel herrera armenta
anes quintanar reyna
jose spindowsky schwimer
rodolfo chumacero galindo
peo arellano
gaspar miranda altamirano
jose carmen ruiz diaz
eloy tobias cisneros guillen
tiburcio velasco herrera
adela roman campos
jose pacheco iturribarria
jose collazo valadez
alfredo garcia
esther zumo de echeverria
francisca mendoza de cervantes
guadalupe alvarez de martinez
eduardo mancera torres
gregorio lopez garcia
manuel moreno moreno
luis ducoing gamba
celestino gasca villasenor
romualdo orozco vargas
juan kapiner lasalde
antonio barba gomez
martin vuksinich palomares
francisco luna kan
carlos torres manzo
joaquin gamboa pascoe
jesus micheel narvaez
emilio mujica montoya
ricardo aburto valencia
javier vazquez felix
manuel diaz escobar figueroa
alejano hernandez dolores
rafael hernandez lozano
guillermo pulido gordillo
salvador del toro
heriberto aguiano de la fuente
jose luis gonzalez lara
jose de jesus mireles cruz
hermenegildo cuenca
juan manuel enriquez roiguez
luis alamillo flores
manuel vazquez mercado
nabor martinez mayoral
alfonso claudio baez
raymundo barcenas lopez
humberto camacho uzcanga
salomon orozco garcia
(a) manuel s leyva flores
juana quiroz
luis rios tavera
leopoldo garduno canizal
bulmaro tapia terna
agustin salvat
roberto palazuelos bassols
antonio olvera
fortunato hernandez
ladislao cuenca
raymundo abarca calderon
antonio uribe garcia
magdalena vazquez de huicochea
gloria brito pliego
israel nogueda otelo
castrejon diaz
mohammed reza pahlavi
fara pahlavi shahbanou
juan lopez garcia
carlos duffo lopez
eugenio mendez docurro
fernando galicia islas
alejano cortes
javier guerrero
francisco arcaute franco
edilberto gil cardenas
librado s garcia velez
victorino lopez figueroa
carlos alberto maazo becerra
virgilio gomez morgado
jose lopez-portillo y pacheco
renato miguel ursua ballanis
efrain figueroa zuniga
alfonso sotomayor
julio scherer garcia
pablo gomez alvarez
jose maria avila sanchez
carlos jongitud barrios
luis flores ruiz
jose hugo vazquez mendoza
rafael trejo moreno
fernando pineda neses
hugo velasco bean
francisco cabrera gonzalez
felipe carreto arriaga
dario arrieta
ruffo figueroa
critino maldonado
amador hernandez gonzalez
rigoberto pano arcienega
felix leyva parra
carlos carranco cardoso
aian castrejon
maria lopez
libraso s garcia
neftali gracida guerrero
jose lopez portillo y pacheco
juan echeverria
gabriel leyva velazquez
